机顶盒设备号,统计日期,二级目录,影片名称,观看开始时间,观看结束时间,用户号
10442,20170913,精彩点,花开半夏(24)(高清),15:53:24,16:35:08,10887
10442,20170715,精彩点,我的前半生(19)(高清),14:48:38,15:37:06,10887
10442,20170721,热点专题,琅琊榜(47)(高清),6:17:09,9:25:59,10887
10443,20171028,精彩点,使徒行者2(14),13:26:45,13:47:50,11112
10443,20171004,精彩点,使徒行者2(10),14:04:29,14:27:08,11112
10443,20170920,精彩点,同盟(06)(高清),21:30:19,21:37:43,11112
10443,20171025,精彩点,使徒行者2(26),22:31:23,23:01:22,11112
10449,20171002,精彩点,08月13日 熊出没之环球大冒险(高清),20:42:51,21:13:02,10420
10449,20170725,精彩点,我的前半生(08)(高清),23:27:27,23:31:59,10420
10452,20170909,精彩点,那年花开月正圆(10)(高清),1:38:52,1:41:39,10085
10452,20170919,精彩点,芈月传奇(09)(高清),13:17:12,13:51:36,10085
10452,20171007,精彩点,那年花开月正圆(59)(高清),16:49:56,17:30:18,10085
10452,20170826,精彩点,08月24日 神奇阿呦,15:15:07,15:42:20,10085
10452,20170819,精彩点,秦时丽人明月心(01)(高清),14:33:23,14:42:22,10085
10452,20170720,精彩点,我的前半生(14)(高清),21:00:38,21:28:13,10085
10452,20171008,精彩点,那年花开月正圆(71)(高清),10:50:15,11:22:20,10085
10452,20170910,精彩点,那年花开月正圆(16)(高清),0:45:04,0:59:36,10085
10452,20170814,精彩点,08月13日 我是未来：SNH48示爱张绍刚？(高清),19:49:50,19:52:01,10085
10452,20170819,精彩点,08月01日 熊出没之丛林总动员(高清),12:44:56,13:54:54,10085
10452,20170819,精彩点,憨豆先生动画版 第二季(01)(高清),14:42:21,14:53:09,10085
10452,20170801,精彩点,我的前半生(20)(高清),20:20:57,20:37:09,10085
10452,20170911,精彩点,那年花开月正圆(20)(高清),0:56:54,0:58:18,10085
10452,20170819,精彩点,憨豆先生动画版 第二季(04)(高清),12:02:40,12:13:58,10085
10452,20170919,精彩点,芈月传奇(06)(高清),11:48:18,12:17:57,10085
10452,20170916,精彩点,那年花开月正圆(25)(高清),15:56:48,17:15:03,10085
10452,20170909,热点专题,驯龙高手2(高清),11:24:26,12:59:29,10085
10452,20170824,热点专题,玩具总动员3(高清),15:35:55,15:50:11,10085
10452,20171013,免费睇,161028-05甜果学堂29期-超轻泥月饼(高清),0:17:28,0:19:05,10085
10452,20170811,精彩点,08月05日 旅途的花样：林大胆上线志玲沉迷跳伞(高清),18:49:19,20:10:10,10085
10452,20170828,精彩点,魔法总动员(高清)(萌猫笨兔玩魔术),12:32:59,13:32:04,10085
10452,20170826,精彩点,08月24日 神奇阿呦,14:53:57,15:15:04,10085
10452,20170917,精彩点,猩球崛起2：黎明之战(高清),9:57:53,10:48:18,10085
10452,20170909,精彩点,那年花开月正圆(09)(高清),1:41:58,1:43:33,10085
10452,20170704,精彩点,06月18日 熊出没之冬日乐翻天(高清),12:15:14,12:48:50,10085
10452,20170822,精彩点,玩具总动员2(高清)(激萌蛋头夫妇),11:12:30,11:31:22,10085
10452,20170821,精彩点,憨豆先生动画版 第二季(06)(高清),15:37:59,15:48:43,10085
10452,20171007,精彩点,那年花开月正圆(69)(高清),1:09:33,1:29:42,10085
10452,20170909,精彩点,那年花开月正圆(14)(高清),19:30:34,19:54:47,10085
10452,20170801,精彩点,我的前半生(07)(高清),21:21:55,21:30:39,10085
10452,20170918,精彩点,那年花开月正圆(30)(高清),14:50:07,15:15:50,10085
10452,20170825,精彩点,浪花一朵朵(35)(高清),16:23:34,16:59:05,10085
10452,20170909,精彩点,憨豆先生动画版 第二季(23)(高清),15:39:34,15:50:41,10085
10452,20171008,热点专题,超凡蜘蛛侠2(高清)(第一反派“电光人”吸睛无数),11:42:17,12:55:08,10085
10452,20170819,精彩点,秦时丽人明月心(01)(高清),18:54:13,19:25:40,10085
10452,20170824,热点专题,玩具总动员3(高清)(最大阵仗的反斗奇兵),15:50:09,17:15:05,10085
10452,20170826,精彩点,08月19日 中餐厅：泰国Mike携友惊喜来袭(高清),16:17:38,17:48:29,10085
10452,20170821,精彩点,小屁孩日记3(高清)(长大成人，面对世界),11:23:04,12:38:16,10085
10452,20171006,精彩点,那年花开月正圆(65)(高清),23:00:12,23:25:02,10085
10452,20170801,精彩点,我的前半生(05)(高清),20:46:18,21:05:44,10085
10452,20171017,精彩点,08月20日 加油向未来 第二季：撒贝宁水上漂 航母舰载机空降现场(高清),13:22:47,13:48:56,10085
10452,20171007,精彩点,那年花开月正圆(58)(高清),16:32:50,16:49:58,10085
10452,20170929,精彩点,秦时丽人明月心(22)(高清),0:35:45,1:14:33,10085
10452,20170821,热点专题,怪兽电力公司(高清),22:39:34,0:05:34,10085
10452,20170918,精彩点,那年花开月正圆(30)(高清),15:15:49,15:44:48,10085
10452,20170708,精彩点,04月29日 朗读者：香港交接仪式总指挥安文彬忆回归细节(高清),14:09:19,15:10:18,10085
10452,20171008,精彩点,鲁滨逊漂流记(高清)(荒岛求生，人定胜天),21:11:30,21:36:27,10085
10452,20170822,精彩点,07月18日 乐高城市组(高清),21:18:52,21:34:37,10085
10452,20170821,热点专题,怪兽电力公司(高清)(长相滑稽，创意十足),22:39:34,0:05:34,10085
10454,20170719,精彩点,大军师司马懿之军师联盟(25)(高清),21:54:02,22:11:54,10374
10454,20170819,精彩点,我的前半生(29)(高清),19:41:55,20:07:43,10374
10454,20170728,精彩点,大军师司马懿之军师联盟(33)(高清),19:20:22,20:04:02,10374
10454,20170831,精彩点,我们的爱(12)(高清),20:38:56,21:21:35,10374
10454,20170902,精彩点,我们的爱(13)(高清),20:24:52,20:57:05,10374
10454,20170927,精彩点,我们的爱(37)(高清),20:49:16,20:52:04,10374
10454,20170806,精彩点,我的前半生(17)(高清),21:59:40,22:43:22,10374
10454,20170826,精彩点,我们的爱(06)(高清),23:03:12,23:26:02,10374
10454,20170801,精彩点,大军师司马懿之军师联盟(40)(高清),21:43:07,22:25:20,10374
10454,20170714,精彩点,大军师司马懿之军师联盟(21)(高清),23:29:06,0:08:58,10374
10454,20170831,精彩点,我们的爱(12)(高清),21:21:34,21:39:04,10374
10454,20170701,精彩点,大军师司马懿之军师联盟(03)(高清),22:33:49,22:57:33,10374
10454,20170702,精彩点,大军师司马懿之军师联盟(10)(高清),21:28:51,22:02:56,10374
10454,20170819,精彩点,我的前半生(29)(高清),20:08:05,20:22:25,10374
10454,20170723,精彩点,大军师司马懿之军师联盟(32)(高清),21:32:55,21:55:31,10374
10454,20170728,精彩点,大军师司马懿之军师联盟(36)(高清),22:13:44,22:16:25,10374
10454,20170827,精彩点,我们的爱(09)(高清),21:43:36,22:10:59,10374
10454,20170823,精彩点,我的前半生(39)(高清),23:51:39,0:15:38,10374
10454,20170806,精彩点,我的前半生(15)(高清),9:59:31,18:41:05,10374
10454,20170927,精彩点,我们的爱(37)(高清),20:37:00,20:39:53,10374
10454,20170909,精彩点,我们的爱(17)(高清),20:47:54,20:49:06,10374
10454,20170924,精彩点,我们的爱(36)(高清),12:13:38,12:18:07,10374
10454,20170701,精彩点,大军师司马懿之军师联盟(02)(高清),21:35:15,22:04:47,10374
10454,20170927,精彩点,我们的爱(37)(高清),20:43:04,20:45:58,10374
10454,20170822,精彩点,我的前半生(38)(高清),22:19:57,22:50:46,10374
10454,20170801,精彩点,大军师司马懿之军师联盟(42)(高清),23:06:32,23:49:39,10374
10454,20170805,精彩点,我的前半生(11)(高清),21:21:30,22:03:46,10374
10454,20170805,精彩点,我的前半生(10)(高清),20:35:05,21:21:21,10374
10454,20171001,精彩点,那年花开月正圆(02)(高清),18:21:27,18:52:01,10374
10454,20170924,精彩点,我们的爱(34)(高清),0:28:23,6:54:14,10374
10454,20170823,精彩点,我的前半生(42)(大结局)(高清),13:18:13,14:03:30,10374
10454,20171028,精彩点,那年花开月正圆(56)(高清),23:15:18,23:32:27,10374
10454,20170709,精彩点,大军师司马懿之军师联盟(18)(高清),0:42:19,7:15:56,10374
10454,20170916,精彩点,我们的爱(18)(高清),12:34:32,12:35:36,10374
10454,20170723,精彩点,大军师司马懿之军师联盟(29)(高清),13:04:38,14:00:29,10374
10454,20170709,精彩点,大军师司马懿之军师联盟(17)(高清),23:46:40,0:40:54,10374
10457,20170707,精彩点,三生三世十里桃花(25)(高清),17:38:31,18:17:09,11071
10457,20170808,精彩点,大军师司马懿之军师联盟(05)(高清),11:06:01,11:49:57,11071
10457,20170910,精彩点,恋爱恐慌症(高清)(又青大仁再相爱),16:06:32,16:17:40,11071
10457,20170708,精彩点,罗密欧与朱丽叶(1996)(高清)(小李化身深情罗密欧),19:53:45,19:55:00,11071
10457,20170929,精彩点,平凡岁月(33)(高清),12:37:13,13:16:54,11071
10457,20170813,热点专题,龙珠Z：复活的弗利萨(高清)(热血情怀，宿命对决),15:18:42,16:49:00,11071
10457,20170829,精彩点,加菲猫(高清)(一只逆天的猫),16:43:24,16:52:50,11071
10457,20170916,精彩点,超级战舰：异形海战(高清),22:57:00,0:12:35,11071
10457,20170819,动漫剧场,博人传 火影忍者新时代(01)(高清),10:39:27,10:42:56,11071
10457,20170913,精彩点,匆匆那年(高清)(彭于晏倪妮为爱“撕扯”),9:41:39,10:55:56,11071
10457,20170903,精彩点,好景在望(高清),15:52:03,16:47:55,11071
10457,20170810,精彩点,大军师司马懿之军师联盟(18)(高清),10:09:23,10:53:10,11071
10457,20170708,精彩点,我的前半生(03)(高清),19:56:13,20:38:42,11071
10457,20170812,精彩点,大军师司马懿之军师联盟(34)(高清),12:56:39,13:39:51,11071
10457,20170914,精彩点,碟中谍5：神秘国度(调整字幕)(高清),22:33:53,23:08:02,11071
10457,20170808,精彩点,大军师司马懿之军师联盟(04)(高清),10:18:19,10:28:25,11071
10457,20171019,精彩点,胡说八道真情假期(10),13:08:42,13:41:13,11071
10457,20170811,精彩点,大军师司马懿之军师联盟(26)(高清),16:20:12,16:35:08,11071
10457,20170829,精彩点,十万伙急(高清),16:59:38,17:15:25,11071
10457,20170722,热点专题,决胜巅峰(高清),12:36:28,13:46:31,11071
10457,20171015,热点专题,驴得水(高清)(开心麻花，爆笑荒诞喜剧),0:11:21,0:18:19,11071
10457,20170812,精彩点,大军师司马懿之军师联盟(32)(高清),11:42:43,12:12:49,11071
10457,20171015,热点专题,夏洛特烦恼(高清)(笑出腹肌，也内牛满面),0:07:16,0:11:22,11071
10457,20170808,精彩点,大军师司马懿之军师联盟(07)(高清),12:33:51,13:30:42,11071
10457,20170929,精彩点,平凡岁月(32)(高清),11:57:33,12:37:14,11071
10457,20170819,动漫剧场,博人传 火影忍者新时代(01)(高清),10:15:32,10:39:29,11071
10460,20171026,精彩点,那年花开月正圆(26)(高清),12:26:53,13:09:08,11039
10460,20170827,精彩点,潜艇总动员4(高清),14:31:28,15:42:18,11039
10460,20170930,精彩点,超凡战队之极度动力(19)(高清),19:28:19,19:50:10,11039
10460,20170707,精彩点,07月02日 熊熊乐园(高清),19:42:17,19:49:44,11039
10460,20170906,精彩点,那年花开月正圆(01)(高清),21:47:14,21:54:56,11039
10460,20170815,精彩点,06月27日 熊出没之春日对对碰,12:23:34,12:48:14,11039
10460,20171008,精彩点,赛尔号4圣魔之战(高清),10:34:46,10:59:58,11039
10460,20171021,精彩点,08月21日 托马斯和朋友(高清),12:33:32,12:56:44,11039
10460,20170815,热点专题,大宅门(04)(高清),16:31:18,16:35:59,11039
10460,20170827,精彩点,同盟(09),22:37:08,23:04:02,11039
10460,20170729,精彩点,熊出没之年货(高清)(光头强失业),11:27:53,12:22:33,11039
10460,20170903,精彩点,07月07日 贝肯熊(高清),9:57:27,10:22:27,11039
10460,20170902,精彩点,同盟(19),21:21:58,21:49:26,11039
10460,20170902,精彩点,同盟(17),22:32:18,22:50:52,11039
10460,20170924,精彩点,09月02日 熊出没之丛林总动员(高清),16:56:41,18:09:06,11039
10460,20170820,少儿乐园,神兽金刚 第一季(03),9:50:31,10:05:41,11039
10460,20170712,精彩点,不懂撒娇的女人(24),9:53:36,9:55:09,11039
10460,20170924,精彩点,超凡战队之极度动力(14)(高清),13:04:59,13:27:42,11039
10460,20170804,精彩点,07月17日 乐高城市组(高清),20:20:24,20:24:17,11039
10460,20170819,精彩点,07月18日 乐高城市组(高清),12:48:52,12:59:29,11039
10460,20170909,精彩点,同盟(23),0:01:12,0:43:29,11039
10460,20170924,精彩点,超凡战队之极度动力(21)(高清),11:49:03,12:14:31,11039
10460,20170924,精彩点,09月10日 熊出没之丛林总动员(高清),13:51:13,14:49:13,11039
10460,20171008,精彩点,赛尔号4圣魔之战(高清)(战神之名的召唤),10:34:46,10:59:58,11039
10460,20170909,精彩点,那年花开月正圆(02)(高清),22:04:22,22:41:42,11039
10460,20170923,精彩点,超凡战队之极度动力(20)(高清),10:20:24,10:25:29,11039
10460,20170923,精彩点,超凡战队之极度动力(20)(高清),14:12:13,14:13:56,11039
10460,20170820,精彩点,07月26日 熊熊乐园(高清),12:11:41,13:26:48,11039
10460,20170820,精彩点,07月27日 熊熊乐园(高清),11:43:56,12:11:31,11039
10460,20170903,精彩点,08月13日 熊出没之环球大冒险(高清),11:30:29,13:00:46,11039
10460,20170827,精彩点,07月10日 贝肯熊(高清),12:21:01,12:33:12,11039
10460,20170806,热点专题,哆啦A梦：新？大雄的日本诞生(高清),13:13:18,13:15:33,11039
10460,20170906,免费睇,蜘蛛侠3(片花)(高清),21:25:12,21:26:30,11039
10460,20170903,精彩点,07月09日 贝肯熊(高清),10:22:44,10:37:47,11039
10460,20170909,精彩点,同盟(22),23:44:47,0:01:13,11039
10460,20171008,热点专题,超凡蜘蛛侠2(高清)(第一反派“电光人”吸睛无数),10:21:16,10:34:14,11039
10462,20170710,精彩点,06月16日 奔跑吧：热巴林依晨变暴力姐妹花(高清),21:22:44,23:31:52,10678
10468,20170920,精彩点,那年花开月正圆(06)(高清),16:12:18,16:57:48,10997
10468,20171018,精彩点,血染大青山(32)(高清),15:59:34,16:49:36,10997
10468,20170713,精彩点,出关(01)(高清),15:55:17,16:01:36,10997
10468,20171009,精彩点,花火花红(01)(高清),17:08:38,17:57:36,10997
10468,20171024,精彩点,虎妈猫爸(22)(高清),16:01:28,16:43:34,10997
10468,20170903,精彩点,大军师司马懿之军师联盟(42)(高清),14:11:04,14:54:53,10997
10468,20171031,精彩点,一树桃花开(11)(高清),21:53:18,22:28:19,10997
10468,20170730,精彩点,心火(高清)(画簿上的心事),11:44:29,12:31:48,10997
10468,20170908,精彩点,省港大营救(03)(高清),13:44:34,14:25:34,10997
10468,20170806,精彩点,绝密543(01)(高清),13:26:10,14:07:49,10997
10468,20170930,精彩点,美国骗局(高清),17:21:19,17:23:22,10997
10468,20170926,精彩点,那年花开月正圆(25)(高清),16:56:17,17:38:00,10997
10468,20170805,热点专题,步步惊心(29)(高清),11:03:31,11:14:07,10997
10468,20170908,精彩点,省港大营救(01)(高清),12:17:45,13:02:58,10997
10468,20170714,精彩点,决战江桥(01)(高清),14:36:21,15:18:03,10997
10468,20170901,精彩点,大军师司马懿之军师联盟(35)(高清),7:20:45,8:06:46,10997
10468,20170804,热点专题,步步惊心(19)(高清),17:15:41,17:44:52,10997
10468,20170803,精彩点,繁星四月(03)(高清),13:46:39,14:28:33,10997
10468,20170903,精彩点,大军师司马懿之军师联盟(42)(大结局)(高清),14:11:04,14:54:53,10997
10468,20170806,精彩点,黑土热血(01)(高清),17:13:44,17:57:06,10997
10468,20171024,精彩点,虎妈猫爸(26)(高清),18:54:21,19:37:55,10997
10468,20170924,精彩点,那年花开月正圆(14)(高清),10:04:20,10:48:39,10997
10468,20170812,精彩点,大军师司马懿之军师联盟(25)(高清),17:44:29,17:49:14,10997
10468,20171003,精彩点,雾林寒战(高清)(西部前线，艰难抉择),16:46:45,16:54:22,10997
10468,20170730,精彩点,伪影(高清)(躲避内心的杀手),15:55:23,17:02:16,10997
10468,20170721,精彩点,太行英雄传(10)(高清),16:08:09,16:49:37,10997
10468,20170908,精彩点,省港大营救(07)(高清),16:29:57,16:50:12,10997
10468,20170730,精彩点,大军师司马懿之军师联盟(12)(高清),12:31:46,13:13:53,10997
10468,20170908,精彩点,省港大营救(06)(高清),15:48:45,16:29:57,10997
10468,20170730,精彩点,头号公敌1：死亡本能(高清),14:09:34,15:55:24,10997
10468,20171024,精彩点,虎妈猫爸(19)(高清),13:58:46,14:39:56,10997
10468,20170803,热点专题,步步惊心(05)(高清),17:38:34,18:24:45,10997
10468,20170803,热点专题,步步惊心(04)(高清),16:52:02,17:38:35,10997
10468,20170902,精彩点,猜拳(03)(高清),22:53:23,22:59:27,10997
10468,20170908,精彩点,省港大营救(02)(高清),13:03:10,13:44:37,10997
10468,20170804,热点专题,步步惊心(13)(高清),13:01:38,13:23:31,10997
10468,20170918,精彩点,那年花开月正圆(01)(高清),15:40:49,16:20:09,10997
10468,20170928,精彩点,那年花开月正圆(41)(高清),13:52:33,14:33:40,10997
10468,20170731,精彩点,正骨(高清),13:12:57,13:14:42,10997
10470,20171018,精彩点,憨豆先生动画版 第二季(16)(调整)(高清),15:52:06,15:54:44,10281
10470,20171031,精彩点,10月20日 无敌极光侠,17:41:01,17:44:02,10281
10470,20171006,精彩点,丛林之王(高清)(外星陨石，拯救家园),9:01:25,9:17:00,10281
10470,20171007,精彩点,10月05日 中国新歌声 第二季：周董献唱《告白气球》(高清),23:09:40,23:27:33,10281
10470,20170916,精彩点,人民的名义(24)(高清),2:57:09,2:58:29,10281
10470,20170919,精彩点,收规华(粤语版)(02)(高清),14:26:21,18:03:41,10281
10470,20170928,精彩点,鲁滨逊漂流记(高清),19:25:36,19:50:13,10281
10470,20171017,精彩点,憨豆先生动画版 第二季(10)(调整)(高清),17:32:46,17:38:57,10281
10470,20171019,精彩点,丛林大反攻3(高清),17:49:48,18:04:24,10281
10470,20171012,热点专题,哈利波特7(上)：死亡圣器(高清),12:36:54,14:47:48,10281
10470,20171006,精彩点,金刚(高清),12:12:30,12:53:47,10281
10470,20171023,精彩点,深夜食堂(26)(高清),17:09:57,17:36:12,10281
10470,20171017,精彩点,憨豆先生动画版 第二季(08)(调整)(高清),17:49:38,17:51:01,10281
10470,20170918,精彩点,奔跑吧兄弟 第二季(02)(高清),18:37:12,19:31:02,10281
10470,20170903,热点专题,驯龙高手（国语版）(高清),13:16:29,13:35:09,10281
10470,20170902,热点专题,哆啦A梦：新？大雄的日本诞生(高清),7:51:09,10:30:23,10281
10470,20171006,精彩点,08月09日 神兽金刚,12:01:04,12:12:32,10281
10470,20171028,精彩点,冲锋车(高清)(港产痞子英雄传奇),19:29:52,19:32:45,10281
10470,20171011,热点专题,十万个冷笑话(高清),17:24:24,18:08:49,10281
10470,20171018,热点专题,建国大业(高清),10:33:04,12:33:47,10281
10470,20170916,精彩点,人民的名义(22)(高清),22:02:37,2:18:09,10281
10470,20170914,精彩点,人民的名义(07)(高清),16:28:02,17:25:48,10281
10470,20171025,热点专题,建国大业(高清)(大腕云集，演绎史诗),19:32:06,19:33:42,10281
10470,20171017,精彩点,憨豆先生动画版 第二季(06)(高清),18:15:25,18:17:04,10281
10470,20170913,热点专题,蜘蛛侠1(高清)(英雄诞生之谜),16:22:53,17:21:20,10281
10470,20170919,精彩点,收规华(粤语版)(01)(高清),13:41:26,14:26:17,10281
10470,20170916,精彩点,人民的名义(23)(高清),2:18:16,2:56:57,10281
10470,20171013,精彩点,万象：人体上的生命-超级生命体(高清),6:50:26,7:05:12,10281
10470,20170907,精彩点,憨豆先生动画版 第二季(13)(调整)(高清),17:41:13,17:43:34,10281
10470,20171003,热点专题,超凡蜘蛛侠2(高清)(第一反派“电光人”吸睛无数),8:12:59,8:14:06,10281
10470,20171015,热点专题,变相怪杰(高清),15:42:17,17:04:01,10281
10470,20170905,精彩点,同盟(21),19:20:09,19:21:42,10281
10470,20171011,热点专题,十万个冷笑话(高清)(凭吐槽能量成票房黑马),18:32:17,18:36:57,10281
10470,20170919,精彩点,奔跑吧兄弟 第二季(04)(高清),18:10:34,18:18:40,10281
10470,20171028,精彩点,阿爷厨房2(30),23:51:01,0:12:10,10281
10470,20170901,热点专题,驯龙高手2(高清),6:57:01,8:01:53,10281
10470,20170906,精彩点,憨豆先生动画版 第二季(21)(高清),15:46:13,15:53:12,10281
10470,20171031,精彩点,10月20日 无敌极光侠,17:44:07,18:09:42,10281
10470,20170922,精彩点,憨豆先生动画版 第二季(23)(调整)(高清),20:52:19,21:03:35,10281
10470,20170923,精彩点,头脑特工队(高清),8:08:49,8:31:27,10281
10470,20171028,精彩点,10月14日 无敌极光侠,15:06:01,15:11:12,10281
10470,20171006,热点专题,憨豆特工(高清),20:19:36,21:31:14,10281
10470,20171029,精彩点,老表，毕业喇！(24)(高清),7:40:04,7:50:10,10281
10470,20170913,精彩点,最紧要好好玩消暑版(02),9:34:51,9:54:00,10281
10470,20171001,精彩点,赛尔号4圣魔之战(高清)(战神之名的召唤),9:32:10,14:35:11,10281
10470,20171017,精彩点,憨豆先生动画版 第二季(09)(调整)(高清),17:38:55,17:49:40,10281
10470,20170906,精彩点,憨豆先生动画版 第二季(21)(调整)(高清),15:46:13,15:53:12,10281
10470,20171023,精彩点,深夜食堂(21)(高清),13:44:23,14:12:47,10281
10470,20170923,热点专题,人民的名义(44)(高清),0:05:11,0:13:33,10281
10470,20170926,精彩点,超时空男臣(10)(高清),12:43:59,13:31:22,10281
10470,20171022,精彩点,憨豆先生动画版 第二季(17)(高清),15:36:17,15:42:04,10281
10470,20170929,精彩点,憨豆先生动画版 第二季(26)(调整)(高清),17:01:56,17:13:24,10281
10470,20170926,精彩点,超时空男臣(14),20:07:43,22:21:21,10281
10470,20171029,精彩点,老表，毕业喇！(24),7:50:09,8:09:10,10281
10470,20171018,精彩点,憨豆先生动画版 第二季(16)(高清),15:44:21,15:52:02,10281
10470,20170926,精彩点,超时空男臣(08),11:17:49,12:00:21,10281
10470,20171003,精彩点,开心超人2启源星之战(高清)(年度最佳国产超人),10:54:44,11:06:27,10281
10470,20171017,精彩点,憨豆先生动画版 第二季(15)(高清),17:05:50,17:16:33,10281
10470,20170908,精彩点,同盟(23),0:31:29,0:42:33,10281
10470,20171005,热点专题,煎饼侠(高清),9:18:40,12:59:08,10281
10470,20170918,精彩点,奔跑吧兄弟 第二季(11)(高清),19:38:38,19:51:47,10281
10470,20170906,精彩点,憨豆先生动画版 第二季(18)(调整)(高清),16:04:06,16:23:51,10281
10470,20171028,精彩点,10月12日 无敌极光侠,20:39:39,20:43:07,10281
10470,20171026,精彩点,10月19日 无敌极光侠,16:42:10,17:01:03,10281
10470,20171003,热点专题,热血警探(高清),12:23:06,12:39:57,10281
10470,20170906,精彩点,憨豆先生动画版 第二季(17)(调整)(高清),16:23:56,16:35:02,10281
10470,20171025,精彩点,冲浪企鹅2(高清),17:41:23,17:52:34,10281
10470,20171011,精彩点,牧野传奇(高清)(武王姬发大破诛仙阵),22:10:47,22:47:50,10281
10470,20170926,精彩点,超时空男臣(11)(高清),13:31:27,18:44:41,10281
10470,20170901,精彩点,同盟(18),21:12:18,21:55:57,10281
10470,20170923,精彩点,81号农场之保卫麦咭(高清)(High翻农场),16:03:55,16:25:50,10281
10470,20170914,精彩点,人民的名义(32)(高清),13:31:18,14:08:28,10281
10470,20171024,精彩点,憨豆先生的黄金周(高清)(异样?逋纠追？？,16:06:16,16:23:46,10281
10470,20170928,精彩点,寒战(高清)(郭天王掀夺权之战),11:07:15,12:36:41,10281
10470,20171029,精彩点,老表，毕业喇！(24)(高清),7:50:09,8:09:10,10281
10470,20171017,热点专题,驯龙高手(国语版)(高清)(无牙仔的暖心犬属性),15:50:08,16:31:46,10281
10470,20171006,精彩点,洛克王国3圣龙的守护(高清),9:16:59,11:00:05,10281
10470,20171007,精彩点,自然：隐秘王国-苍穹之下(高清),7:32:52,7:47:33,10281
10470,20171014,精彩点,天才眼镜狗(高清)((狗爸人子时空大冒险)),7:57:51,12:07:23,10281
10470,20170913,精彩点,敢死队3(高清),7:47:31,9:06:35,10281
10470,20171011,精彩点,正义联盟：亚特兰蒂斯的宝座(高清),16:19:21,16:26:30,10281
10470,20170917,热点专题,猫和老鼠(08),16:08:17,16:14:55,10281
10470,20170928,精彩点,憨豆先生动画版 第二季(21)(高清),21:49:35,22:46:16,10281
10470,20170913,精彩点,06月16日 奔跑吧：热巴林依晨变暴力姐妹花(高清),20:04:50,20:32:14,10281
10470,20170914,精彩点,人民的名义(09)(高清),15:32:20,15:58:48,10281
10470,20170909,精彩点,辛巴达历险记(高清)(穷富二人组，全球大冒险),7:20:17,0:09:03,10281
10470,20171024,精彩点,憨豆先生的黄金周(高清),16:06:16,16:23:46,10281
10470,20171012,热点专题,超凡蜘蛛侠2(高清)(第一反派“电光人”吸睛无数),19:59:08,20:06:13,10281
10470,20171019,精彩点,老表，毕业喇！(15),12:53:09,13:34:31,10281
10470,20170913,精彩点,打工捱世界Ⅱ(10),11:13:05,11:30:03,10281
10470,20171028,精彩点,10月13日 无敌极光侠,15:11:11,15:22:11,10281
10470,20170923,精彩点,头脑特工队(高清)(奥斯卡最佳动画长片),8:31:25,16:02:55,10281
10470,20171023,精彩点,深夜食堂(29)(高清),18:58:59,19:38:57,10281
10470,20170920,精彩点,圣龙奇兵大冒险(高清)(热血少年侠客行),17:10:05,18:35:07,10281
10470,20170906,精彩点,超凡蜘蛛侠(高清)(吊丝英雄，传奇再起),16:51:34,16:53:34,10281
10470,20171022,精彩点,憨豆先生动画版 第二季(16)(调整)(高清),15:42:03,17:41:45,10281
10470,20171016,精彩点,10月01日 蒙面唱将猜猜猜 第二季：杜德伟狂炫舞艺引欢呼(高清),19:31:30,21:16:42,10281
10470,20170926,精彩点,超时空男臣(07),10:50:02,11:17:51,10281
10470,20170915,精彩点,人民的名义(14)(高清),10:31:34,10:35:19,10281
10470,20170906,精彩点,憨豆先生动画版 第二季(22)(调整)(高清),15:35:45,15:46:15,10281
10470,20171019,精彩点,憨豆先生动画版 第二季(10)(高清),18:10:21,18:11:37,10281
10470,20171015,热点专题,十万个冷笑话(高清)(凭吐槽能量成票房黑马),17:03:59,19:01:02,10281
10470,20171027,精彩点,10月11日 无敌极光侠,17:25:22,21:57:23,10281
10470,20171011,热点专题,十万个冷笑话(高清),18:32:17,18:36:57,10281
10470,20171029,精彩点,老表，毕业喇！(25),8:09:16,14:39:05,10281
10470,20170929,精彩点,憨豆先生动画版 第二季(18)(高清),18:42:36,20:35:12,10281
10470,20170907,精彩点,憨豆先生动画版 第二季(04)(调整)(高清),18:35:47,18:37:05,10281
10470,20171008,热点专题,十万个冷笑话(高清),7:49:10,16:46:16,10281
10470,20170922,精彩点,憨豆先生动画版 第二季(21)(高清),21:04:35,22:06:15,10281
10470,20170913,精彩点,退休地图(02),11:30:02,11:49:52,10281
10470,20171024,精彩点,冲浪企鹅2(高清),15:58:10,16:06:17,10281
10470,20170917,精彩点,奔跑吧兄弟 第二季(05)(高清),0:08:08,0:17:14,10281
10470,20171008,热点专题,十万个冷笑话(高清)(凭吐槽能量成票房黑马),7:49:10,16:46:16,10281
10470,20170913,精彩点,最紧要好好玩消暑版(01),9:14:31,9:34:46,10281
10470,20171017,精彩点,憨豆先生动画版 第二季(06)(调整)(高清),18:15:25,18:17:04,10281
10470,20170920,精彩点,胡说八道真情假期(02),18:40:43,19:34:59,10281
10470,20170902,热点专题,驯龙高手2(高清)(会撒娇的坐骑最萌哒),7:24:13,7:49:50,10281
10470,20171024,精彩点,10月14日 无敌极光侠,16:37:09,17:48:03,10281
10470,20171001,精彩点,赛尔号4圣魔之战(高清),9:32:10,14:35:11,10281
10470,20171010,精彩点,我是证人(高清)(鹿晗一改往日花美男模样),6:27:16,12:14:05,10281
10470,20171012,热点专题,哈利波特6混血王子(高清),10:33:16,12:36:56,10281
